Point ID, Source X, Source Y, World X, World Y
,114.000000,72.000000,0.000000,200.000000
,714.000000,72.000000,100000.000000,200.000000
,114.000000,365.000000,0.000000,0.000000
,715.000000,364.000000,100000.000000,0.000000
