Point ID, Source X, Source Y, World X, World Y
,101.000000,449.000000,0.000000,300.000000
,747.000000,446.000000,100000.000000,300.000000
,102.000000,799.000000,0.000000,0.000000
,749.000000,795.000000,100000.000000,0.000000
