Point ID, Source X, Source Y, World X, World Y
,213.000000,82.000000,0.000000,1.000000
,841.000000,79.000000,100000.000000,1.000000
,220.000000,559.000000,0.000000,0.000000
,845.000000,556.000000,100000.000000,0.000000
